,Number,Name,Type_1,Type_2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,Generation,isLegendary,Color,hasGender,Pr_Male,Egg_Group_1,Egg_Group_2,hasMegaEvolution,Height_m,Weight_kg,Catch_Rate,Body_Style,species,Pr_Female,BMI,region
451,452,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,False,Purple,True,0.5,Bug,Water_3,False,1.3,61.5,45,insectoid,Ogre Scorp,0.5,36.3905325444,Sinnoh
452,453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,False,Blue,True,0.5,Human-Like,None,False,0.71,23.0,140,bipedal_tailless,Toxic Mouth,0.5,45.6258678834,Sinnoh
453,454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,False,Blue,True,0.5,Human-Like,None,False,1.3,44.4,75,bipedal_tailless,Toxic Mouth,0.5,26.2721893491,Sinnoh
454,455,Carnivine,Grass,None,454,74,100,72,90,72,46,4,False,Green,True,0.5,Grass,None,False,1.4,27.0,200,several_limbs,Bug Catcher,0.5,13.7755102041,Sinnoh
455,456,Finneon,Water,None,330,49,49,56,49,61,66,4,False,Blue,True,0.5,Water_2,None,False,0.41,7.0,190,with_fins,Wing Fish,0.5,41.6418798334,Sinnoh
456,457,Lumineon,Water,None,460,69,69,76,69,86,91,4,False,Blue,True,0.5,Water_2,None,False,1.19,24.0,75,with_fins,Neon,0.5,16.9479556528,Sinnoh
457,458,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,False,Blue,True,0.5,Undiscovered,None,False,0.99,65.0,25,two_wings,Kite,0.5,66.3197632895,Sinnoh
458,459,Snover,Grass,Ice,334,60,62,50,62,60,40,4,False,White,True,0.5,Monster,Grass,False,0.99,50.5,120,bipedal_tailed,Frost Tree,0.5,51.5253545557,Sinnoh
459,460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,False,White,True,0.5,Monster,Grass,True,2.21,135.5,60,bipedal_tailed,Frost Tree,0.5,27.7430847034,Sinnoh
460,461,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,False,Black,True,0.5,Field,None,False,1.09,34.0,45,bipedal_tailed,Sharp Claw,0.5,28.6171197711,Sinnoh
461,462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,False,Grey,False,0.0,Mineral,None,False,1.19,180.0,30,head_arms,Magnet Area,0.0,127.109667396,Sinnoh
462,463,Lickilicky,Normal,None,515,110,85,95,80,95,50,4,False,Pink,True,0.5,Monster,None,False,1.7,140.0,30,bipedal_tailless,Licking,0.5,48.4429065744,Sinnoh
463,464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,False,Grey,True,0.5,Monster,Field,False,2.39,282.8,30,bipedal_tailed,Drill,0.5,49.5089371685,Sinnoh
464,465,Tangrowth,Grass,None,535,100,100,125,110,50,50,4,False,Blue,True,0.5,Grass,None,False,2.01,128.6,30,bipedal_tailless,Vine,0.5,31.8308952749,Sinnoh
465,466,Electivire,Electric,None,540,75,123,67,95,85,95,4,False,Yellow,True,0.75,Human-Like,None,False,1.8,138.6,30,bipedal_tailed,Thunderbolt,0.25,42.7777777778,Sinnoh
466,467,Magmortar,Fire,None,540,75,95,67,125,95,83,4,False,Red,True,0.75,Human-Like,None,False,1.6,68.0,30,bipedal_tailed,Blast,0.25,26.5625,Sinnoh
467,468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,False,White,True,0.875,Flying,Fairy,False,1.5,38.0,30,two_wings,Jubilee,0.125,16.8888888889,Sinnoh
468,469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,False,Green,True,0.5,Bug,None,False,1.91,51.5,30,four_wings,Ogre Darner,0.5,14.1169375839,Sinnoh
469,470,Leafeon,Grass,None,525,65,110,130,60,65,95,4,False,Green,True,0.875,Field,None,False,0.99,25.5,45,quadruped,Verdant,0.125,26.0177532905,Sinnoh
470,471,Glaceon,Ice,None,525,65,60,110,130,95,65,4,False,Blue,True,0.875,Field,None,False,0.79,25.9,45,quadruped,Fresh Snow,0.125,41.4997596539,Sinnoh
471,472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,False,Purple,True,0.5,Bug,None,False,2.01,42.5,30,two_wings,Fang Scorp,0.5,10.5195415955,Sinnoh
472,473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,False,Brown,True,0.5,Field,None,False,2.49,291.0,50,quadruped,Twin Tusk,0.5,46.9347268592,Sinnoh
473,474,Porygon-Z,Normal,None,535,85,80,70,135,75,90,4,False,Red,False,0.0,Mineral,None,False,0.89,34.0,30,head_arms,Virtual,0.0,42.9238732483,Sinnoh
474,475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,False,White,True,1.0,Amorphous,None,True,1.6,52.0,45,bipedal_tailless,Blade,0.0,20.3125,Sinnoh
475,476,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,False,Grey,True,0.5,Mineral,None,False,1.4,340.0,60,multiple_bodies,Compass,0.5,173.469387755,Sinnoh
476,477,Dusknoir,Ghost,None,525,45,100,135,65,135,45,4,False,Black,True,0.5,Amorphous,None,False,2.21,106.6,45,head_arms,Gripper,0.5,21.8259249401,Sinnoh
477,478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,False,White,True,0.0,Fairy,Mineral,False,1.3,26.6,75,head_arms,Snow Land,1.0,15.7396449704,Sinnoh
478,479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,False,Red,False,0.0,Amorphous,None,False,0.3,0.3,45,head_only,Plasma,0.0,3.33333333333,Sinnoh
479,480,Uxie,Psychic,None,580,75,75,130,75,130,95,4,True,Yellow,False,0.0,Undiscovered,None,False,0.3,0.3,3,bipedal_tailed,Knowledge,0.0,3.33333333333,Sinnoh
480,481,Mesprit,Psychic,None,580,80,105,105,105,105,80,4,True,Pink,False,0.0,Undiscovered,None,False,0.3,0.3,3,bipedal_tailed,Emotion,0.0,3.33333333333,Sinnoh
481,482,Azelf,Psychic,None,580,75,125,70,125,70,115,4,True,Blue,False,0.0,Undiscovered,None,False,0.3,0.3,3,bipedal_tailed,Willpower,0.0,3.33333333333,Sinnoh
482,483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,True,White,False,0.0,Undiscovered,None,False,5.41,683.0,3,quadruped,Temporal,0.0,23.3359869619,Sinnoh
483,484,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,True,Purple,False,0.0,Undiscovered,None,False,4.19,336.0,3,bipedal_tailed,Spatial,0.0,19.138646966,Sinnoh
484,485,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,True,Brown,True,0.5,Undiscovered,None,False,1.7,430.0,3,quadruped,Lava Dome,0.5,148.788927336,Sinnoh
485,486,Regigigas,Normal,None,670,110,160,110,80,110,100,4,True,White,False,0.0,Undiscovered,None,False,3.71,420.0,3,bipedal_tailless,Colossal,0.0,30.5141636576,Sinnoh
486,487,Giratina,Ghost,Dragon,680,150,120,100,120,100,90,4,True,Black,False,0.0,Undiscovered,None,False,6.91,650.0,3,serpentine_body,Renegade,0.0,13.6131071184,Sinnoh
487,488,Cresselia,Psychic,None,600,120,70,120,75,130,85,4,False,Yellow,True,0.0,Undiscovered,None,False,1.5,85.6,3,serpentine_body,Lunar,1.0,38.0444444444,Sinnoh
488,489,Phione,Water,None,480,80,80,80,80,80,80,4,False,Blue,False,0.0,Water_1,Fairy,False,0.41,3.1,30,head_arms,Sea Drifter,0.0,18.4414039262,Sinnoh
489,490,Manaphy,Water,None,600,100,100,100,100,100,100,4,False,Blue,False,0.0,Water_1,Fairy,False,0.3,1.4,3,bipedal_tailless,Seafaring,0.0,15.5555555556,Sinnoh
490,491,Darkrai,Dark,None,600,70,90,90,135,90,125,4,True,Black,False,0.0,Undiscovered,None,False,1.5,50.5,3,bipedal_tailless,Pitch-Black,0.0,22.4444444444,Sinnoh
491,492,Shaymin,Grass,None,600,100,100,100,100,100,100,4,True,Green,False,0.0,Undiscovered,None,False,0.2,2.1,45,quadruped,Gratitude,0.0,52.5,Sinnoh
492,493,Arceus,Normal,None,720,120,120,120,120,120,120,4,True,Grey,False,0.0,Undiscovered,None,False,3.2,320.0,3,quadruped,Alpha,0.0,31.25,Sinnoh
493,494,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,True,Yellow,False,0.0,Undiscovered,None,False,0.41,4.0,3,bipedal_tailless,Victory,0.0,23.7953599048,Unova
494,495,Snivy,Grass,None,308,45,45,55,45,55,63,5,False,Green,True,0.875,Field,Grass,False,0.61,8.1,45,bipedal_tailed,Grass Snake,0.125,21.7683418436,Unova
495,496,Servine,Grass,None,413,60,60,75,60,75,83,5,False,Green,True,0.875,Field,Grass,False,0.79,16.0,45,bipedal_tailed,Grass Snake,0.125,25.6369171607,Unova
496,497,Serperior,Grass,None,528,75,75,95,75,95,113,5,False,Green,True,0.875,Field,Grass,False,3.3,63.0,45,serpentine_body,Regal,0.125,5.78512396694,Unova
497,498,Tepig,Fire,None,308,65,63,45,45,45,45,5,False,Red,True,0.875,Field,None,False,0.51,9.9,45,quadruped,Fire Pig,0.125,38.062283737,Unova
498,499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,False,Red,True,0.875,Field,None,False,0.99,55.5,45,bipedal_tailed,Fire Pig,0.125,56.6268748087,Unova
499,500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,False,Red,True,0.875,Field,None,False,1.6,150.0,45,bipedal_tailed,Mega Fire Pig,0.125,58.59375,Unova
500,501,Oshawott,Water,None,308,55,55,45,63,45,45,5,False,Blue,True,0.875,Field,None,False,0.51,5.9,45,bipedal_tailed,Sea Otter,0.125,22.6835832372,Unova
501,502,Dewott,Water,None,413,75,75,60,83,60,60,5,False,Blue,True,0.875,Field,None,False,0.79,24.5,45,bipedal_tailed,Discipline,0.125,39.2565294023,Unova
502,503,Samurott,Water,None,528,95,100,85,108,70,70,5,False,Blue,True,0.875,Field,None,False,1.5,94.6,45,quadruped,Formidable,0.125,42.0444444444,Unova
503,504,Patrat,Normal,None,255,45,55,39,35,39,42,5,False,Brown,True,0.5,Field,None,False,0.51,11.6,255,quadruped,Scout,0.5,44.5982314494,Unova
504,505,Watchog,Normal,None,420,60,85,69,60,69,77,5,False,Brown,True,0.5,Field,None,False,1.09,27.0,255,bipedal_tailed,Lookout,0.5,22.7253598182,Unova
505,506,Lillipup,Normal,None,275,45,60,45,25,45,55,5,False,Brown,True,0.5,Field,None,False,0.41,4.1,255,quadruped,Puppy,0.5,24.3902439024,Unova
506,507,Herdier,Normal,None,370,65,80,65,35,65,60,5,False,Grey,True,0.5,Field,None,False,0.89,14.7,120,quadruped,Loyal Dog,0.5,18.5582628456,Unova
507,508,Stoutland,Normal,None,500,85,110,90,45,90,80,5,False,Grey,True,0.5,Field,None,False,1.19,61.0,45,quadruped,Big-Hearted,0.5,43.076053951,Unova
508,509,Purrloin,Dark,None,281,41,50,37,50,37,66,5,False,Purple,True,0.5,Field,None,False,0.41,10.1,255,quadruped,Devious,0.5,60.0832837597,Unova
509,510,Liepard,Dark,None,446,64,88,50,88,50,106,5,False,Purple,True,0.5,Field,None,False,1.09,37.5,90,quadruped,Cruel,0.5,31.5629997475,Unova
510,511,Pansage,Grass,None,316,50,53,48,53,48,64,5,False,Green,True,0.875,Field,None,False,0.61,10.5,190,bipedal_tailed,Grass Monkey,0.125,28.2182209084,Unova
511,512,Simisage,Grass,None,498,75,98,63,98,63,101,5,False,Green,True,0.875,Field,None,False,1.09,30.5,75,bipedal_tailed,Thorn Monkey,0.125,25.6712397946,Unova
512,513,Pansear,Fire,None,316,50,53,48,53,48,64,5,False,Red,True,0.875,Field,None,False,0.61,11.0,190,bipedal_tailed,High Temp,0.125,29.5619457135,Unova
513,514,Simisear,Fire,None,498,75,98,63,98,63,101,5,False,Red,True,0.875,Field,None,False,0.99,28.0,75,bipedal_tailed,Ember,0.125,28.568513417,Unova
514,515,Panpour,Water,None,316,50,53,48,53,48,64,5,False,Blue,True,0.875,Field,None,False,0.61,13.5,190,bipedal_tailed,Spray,0.125,36.2805697393,Unova
515,516,Simipour,Water,None,498,75,98,63,98,63,101,5,False,Blue,True,0.875,Field,None,False,0.99,29.0,75,bipedal_tailed,Geyser,0.125,29.5888174676,Unova
516,517,Munna,Psychic,None,292,76,25,45,67,55,24,5,False,Pink,True,0.5,Field,None,False,0.61,23.3,190,quadruped,Dream Eater,0.5,62.6175759205,Unova
517,518,Musharna,Psychic,None,487,116,55,85,107,95,29,5,False,Pink,True,0.5,Field,None,False,1.09,60.5,75,bipedal_tailless,Drowsing,0.5,50.9216395926,Unova
518,519,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,False,Grey,True,0.5,Flying,None,False,0.3,2.1,255,two_wings,Tiny Pigeon,0.5,23.3333333333,Unova
519,520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,False,Grey,True,0.5,Flying,None,False,0.61,15.0,120,two_wings,Wild Pigeon,0.5,40.3117441548,Unova
520,521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,False,Grey,True,0.5,Flying,None,False,1.19,29.0,45,two_wings,Proud,0.5,20.4787797472,Unova
521,522,Blitzle,Electric,None,295,45,60,32,50,32,76,5,False,Black,True,0.5,Field,None,False,0.79,29.8,190,quadruped,Electrified,0.5,47.7487582118,Unova
522,523,Zebstrika,Electric,None,497,75,100,63,80,63,116,5,False,Black,True,0.5,Field,None,False,1.6,79.5,75,quadruped,Thunderbolt,0.5,31.0546875,Unova
523,524,Roggenrola,Rock,None,280,55,75,85,25,25,15,5,False,Blue,True,0.5,Mineral,None,False,0.41,18.0,255,head_legs,Mantle,0.5,107.079119572,Unova
524,525,Boldore,Rock,None,390,70,105,105,50,40,20,5,False,Blue,True,0.5,Mineral,None,False,0.89,102.0,120,several_limbs,Ore,0.5,128.771619745,Unova
525,526,Gigalith,Rock,None,515,85,135,130,60,80,25,5,False,Blue,True,0.5,Mineral,None,False,1.7,260.0,45,several_limbs,Compressed,0.5,89.9653979239,Unova
526,527,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,False,Blue,True,0.5,Field,Flying,False,0.41,2.1,190,two_wings,Bat,0.5,12.49256395,Unova
527,528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,False,Blue,True,0.5,Field,Flying,False,0.89,10.5,45,two_wings,Courting,0.5,13.2559020326,Unova
528,529,Drilbur,Ground,None,328,60,85,40,30,45,68,5,False,Grey,True,0.5,Field,None,False,0.3,8.5,120,bipedal_tailed,Mole,0.5,94.4444444444,Unova
529,530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,False,Grey,True,0.5,Field,None,False,0.71,40.4,60,bipedal_tailless,Subterrene,0.5,80.1428288038,Unova
530,531,Audino,Normal,None,445,103,60,86,60,86,50,5,False,Pink,True,0.5,Fairy,None,True,1.09,31.0,255,bipedal_tailed,Hearing,0.5,26.0920797913,Unova
531,532,Timburr,Fighting,None,305,75,80,55,25,35,35,5,False,Grey,True,0.75,Human-Like,None,False,0.61,12.5,180,bipedal_tailless,Muscular,0.25,33.593120129,Unova
532,533,Gurdurr,Fighting,None,405,85,105,85,40,50,40,5,False,Grey,True,0.75,Human-Like,None,False,1.19,40.0,90,bipedal_tailless,Muscular,0.25,28.2465927547,Unova
533,534,Conkeldurr,Fighting,None,505,105,140,95,55,65,45,5,False,Grey,True,0.75,Human-Like,None,False,1.4,87.0,45,bipedal_tailless,Muscular,0.25,44.387755102,Unova
534,535,Tympole,Water,None,294,50,50,40,50,40,64,5,False,Blue,True,0.5,Water_1,None,False,0.51,4.5,255,with_fins,Tadpole,0.5,17.3010380623,Unova
535,536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,False,Blue,True,0.5,Water_1,None,False,0.79,17.0,120,bipedal_tailed,Vibration,0.5,27.2392244833,Unova
536,537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,False,Blue,True,0.5,Water_1,None,False,1.5,62.0,45,bipedal_tailless,Vibration,0.5,27.5555555556,Unova
537,538,Throh,Fighting,None,465,120,100,85,30,85,45,5,False,Red,True,1.0,Human-Like,None,False,1.3,55.5,45,bipedal_tailless,Judo,0.0,32.8402366864,Unova
538,539,Sawk,Fighting,None,465,75,125,75,30,75,85,5,False,Blue,True,1.0,Human-Like,None,False,1.4,51.0,45,bipedal_tailless,Karate,0.0,26.0204081633,Unova
539,540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,False,Yellow,True,0.5,Bug,None,False,0.3,2.5,255,insectoid,Sewing,0.5,27.7777777778,Unova
540,541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,False,Green,True,0.5,Bug,None,False,0.51,7.3,120,head_arms,Leaf-Wrapped,0.5,28.0661284121,Unova
541,542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,False,Yellow,True,0.5,Bug,None,False,1.19,20.5,45,bipedal_tailless,Nurturing,0.5,14.4763787868,Unova
542,543,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,False,Red,True,0.5,Bug,None,False,0.41,5.3,255,insectoid,Centipede,0.5,31.5288518739,Unova
543,544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,False,Grey,True,0.5,Bug,None,False,1.19,58.5,120,head_only,Curlipede,0.5,41.3106419038,Unova
544,545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,False,Red,True,0.5,Bug,None,False,2.49,200.5,45,insectoid,Megapede,0.5,32.3381880937,Unova
545,546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,False,Green,True,0.5,Grass,Fairy,False,0.3,0.6,190,head_only,Cotton Puff,0.5,6.66666666667,Unova
546,547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,False,Green,True,0.5,Grass,Fairy,False,0.71,6.6,75,bipedal_tailless,Windveiled,0.5,13.0926403491,Unova
547,548,Petilil,Grass,None,280,45,35,50,70,50,30,5,False,Green,True,0.0,Grass,None,False,0.51,6.6,190,head_base,Bulb,1.0,25.3748558247,Unova
548,549,Lilligant,Grass,None,480,70,60,75,110,75,90,5,False,Green,True,0.0,Grass,None,False,1.09,16.3,75,head_base,Flowering,1.0,13.7193838902,Unova
549,550,Basculin,Water,None,460,70,92,65,80,55,98,5,False,Green,True,0.5,Water_2,None,False,0.99,18.0,25,with_fins,Hostile,0.5,18.3654729109,Unova
550,551,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,False,Brown,True,0.5,Field,None,False,0.71,15.2,180,quadruped,Desert Croc,0.5,30.1527474707,Unova
551,552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,False,Brown,True,0.5,Field,None,False,0.99,33.4,90,quadruped,Desert Croc,0.5,34.0781552903,Unova
552,553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,False,Red,True,0.5,Field,None,False,1.5,96.3,45,bipedal_tailed,Intimidation,0.5,42.8,Unova
553,554,Darumaka,Fire,None,315,70,90,45,15,45,50,5,False,Red,True,0.5,Field,None,False,0.61,37.5,120,bipedal_tailless,Zen Charm,0.5,100.779360387,Unova
554,555,Darmanitan,Fire,None,480,105,140,55,30,55,95,5,False,Red,True,0.5,Field,None,False,1.3,92.9,60,quadruped,Blazing,0.5,54.9704142012,Unova
555,556,Maractus,Grass,None,461,75,86,67,106,67,60,5,False,Green,True,0.5,Grass,None,False,0.99,28.0,255,head_base,Cactus,0.5,28.568513417,Unova
556,557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,False,Red,True,0.5,Bug,Mineral,False,0.3,14.5,190,insectoid,Rock Inn,0.5,161.111111111,Unova
557,558,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,False,Red,True,0.5,Bug,Mineral,False,1.4,200.0,75,insectoid,Stone Home,0.5,102.040816327,Unova
558,559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,False,Yellow,True,0.5,Field,Dragon,False,0.61,11.8,180,bipedal_tailed,Shedding,0.5,31.7119054018,Unova
559,560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,False,Red,True,0.5,Field,Dragon,False,1.09,30.0,90,bipedal_tailed,Hoodlum,0.5,25.250399798,Unova
560,561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,False,Black,True,0.5,Flying,None,False,1.4,14.0,45,two_wings,Avianoid,0.5,7.14285714286,Unova
561,562,Yamask,Ghost,None,303,38,30,85,55,65,30,5,False,Black,True,0.5,Mineral,Amorphous,False,0.51,1.5,190,head_arms,Spirit,0.5,5.76701268743,Unova
562,563,Cofagrigus,Ghost,None,483,58,50,145,95,105,30,5,False,Yellow,True,0.5,Mineral,Amorphous,False,1.7,76.5,90,head_base,Coffin,0.5,26.4705882353,Unova
563,564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,False,Blue,True,0.875,Water_1,Water_3,False,0.71,16.5,45,quadruped,Prototurtle,0.125,32.7316008728,Unova
564,565,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,False,Blue,True,0.875,Water_1,Water_3,False,1.19,81.0,45,bipedal_tailed,Prototurtle,0.125,57.1993503284,Unova
565,566,Archen,Rock,Flying,401,55,112,45,74,45,70,5,False,Yellow,True,0.875,Flying,Water_3,False,0.51,9.5,45,two_wings,First Bird,0.125,36.524413687,Unova
566,567,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,False,Yellow,True,0.875,Flying,Water_3,False,1.4,32.0,45,two_wings,First Bird,0.125,16.3265306122,Unova
567,568,Trubbish,Poison,None,329,50,50,62,40,62,65,5,False,Green,True,0.5,Mineral,None,False,0.61,31.0,190,bipedal_tailless,Trash Bag,0.5,83.3109379199,Unova
568,569,Garbodor,Poison,None,474,80,95,82,60,82,75,5,False,Green,True,0.5,Mineral,None,False,1.91,107.3,60,bipedal_tailless,Trash Heap,0.5,29.4125709273,Unova
569,570,Zorua,Dark,None,330,40,65,40,80,40,65,5,False,Grey,True,0.875,Field,None,False,0.71,12.5,75,quadruped,Tricky Fox,0.125,24.7966673279,Unova
570,571,Zoroark,Dark,None,510,60,105,60,120,60,105,5,False,Grey,True,0.875,Field,None,False,1.6,81.1,45,bipedal_tailed,Illusion Fox,0.125,31.6796875,Unova
571,572,Minccino,Normal,None,300,55,50,40,40,40,75,5,False,Grey,True,0.25,Field,None,False,0.41,5.8,255,quadruped,Chinchilla,0.75,34.503271862,Unova
572,573,Cinccino,Normal,None,470,75,95,60,65,60,115,5,False,Grey,True,0.25,Field,None,False,0.51,7.5,60,quadruped,Scarf,0.75,28.8350634371,Unova
573,574,Gothita,Psychic,None,290,45,30,50,55,65,45,5,False,Purple,True,0.25,Human-Like,None,False,0.41,5.8,200,bipedal_tailless,Fixation,0.75,34.503271862,Unova
574,575,Gothorita,Psychic,None,390,60,45,70,75,85,55,5,False,Purple,True,0.25,Human-Like,None,False,0.71,18.0,100,bipedal_tailless,Manipulate,0.75,35.7072009522,Unova
575,576,Gothitelle,Psychic,None,490,70,55,95,95,110,65,5,False,Purple,True,0.25,Human-Like,None,False,1.5,44.0,50,bipedal_tailless,Astral Body,0.75,19.5555555556,Unova
576,577,Solosis,Psychic,None,290,45,30,40,105,50,20,5,False,Green,True,0.5,Amorphous,None,False,0.3,1.0,200,head_only,Cell,0.5,11.1111111111,Unova
577,578,Duosion,Psychic,None,370,65,40,50,125,60,30,5,False,Green,True,0.5,Amorphous,None,False,0.61,8.0,100,head_only,Mitosis,0.5,21.4995968826,Unova
578,579,Reuniclus,Psychic,None,490,110,65,75,125,85,30,5,False,Green,True,0.5,Amorphous,None,False,0.99,20.1,50,head_arms,Multiplying,0.5,20.5081114172,Unova
579,580,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,False,Blue,True,0.5,Water_1,Flying,False,0.51,5.5,190,two_wings,Water Bird,0.5,21.1457131872,Unova
580,581,Swanna,Water,Flying,473,75,87,63,87,63,98,5,False,White,True,0.5,Water_1,Flying,False,1.3,24.2,45,two_wings,White Bird,0.5,14.3195266272,Unova
581,582,Vanillite,Ice,None,305,36,50,50,65,60,44,5,False,White,True,0.5,Mineral,None,False,0.41,5.7,255,head_base,Fresh Snow,0.5,33.9083878644,Unova
582,583,Vanillish,Ice,None,395,51,65,65,80,75,59,5,False,White,True,0.5,Mineral,None,False,1.09,41.0,120,head_base,Icy Snow,0.5,34.5088797239,Unova
583,584,Vanilluxe,Ice,None,535,71,95,85,110,95,79,5,False,White,True,0.5,Mineral,None,False,1.3,57.5,45,multiple_bodies,Snowstorm,0.5,34.0236686391,Unova
584,585,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,False,Yellow,True,0.5,Field,None,False,0.61,19.5,190,quadruped,Season,0.5,52.4052674012,Unova
585,586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,False,Brown,True,0.5,Field,None,False,1.91,92.5,75,quadruped,Season,0.5,25.3556645925,Unova
586,587,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,False,White,True,0.5,Field,None,False,0.41,5.0,200,quadruped,Sky Squirrel,0.5,29.744199881,Unova
587,588,Karrablast,Bug,None,315,50,75,45,40,45,60,5,False,Blue,True,0.5,Bug,None,False,0.51,5.9,200,bipedal_tailless,Clamping,0.5,22.6835832372,Unova
588,589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,False,Grey,True,0.5,Bug,None,False,0.99,33.0,75,head_arms,Cavalry,0.5,33.67003367,Unova
589,590,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,False,White,True,0.5,Grass,None,False,0.2,1.0,190,head_arms,Mushroom,0.5,25.0,Unova
590,591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,False,Grey,True,0.5,Grass,None,False,0.61,10.5,75,head_arms,Mushroom,0.5,28.2182209084,Unova
591,592,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,False,White,True,0.5,Amorphous,None,False,1.19,33.0,190,several_limbs,Floating,0.5,23.3034390227,Unova
592,593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,False,White,True,0.5,Amorphous,None,False,2.21,135.0,60,several_limbs,Floating,0.5,27.6407116971,Unova
593,594,Alomomola,Water,None,470,165,75,80,40,45,65,5,False,Pink,True,0.5,Water_1,Water_2,False,1.19,31.6,75,with_fins,Caring,0.5,22.3148082763,Unova
594,595,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,False,Yellow,True,0.5,Bug,None,False,0.1,0.6,190,insectoid,Attaching,0.5,60.0,Unova
595,596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,False,Yellow,True,0.5,Bug,None,False,0.79,14.3,75,insectoid,EleSpider,0.5,22.9129947124,Unova
596,597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,False,Grey,True,0.5,Grass,Mineral,False,0.61,18.8,255,head_only,Thorn Seed,0.5,50.524052674,Unova
597,598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,False,Grey,True,0.5,Grass,Mineral,False,0.99,110.0,90,several_limbs,Thorn Pod,0.5,112.233445567,Unova
598,599,Klink,Steel,None,300,40,55,70,45,60,30,5,False,Grey,False,0.0,Mineral,None,False,0.3,21.0,130,multiple_bodies,Gear,0.0,233.333333333,Unova
599,600,Klang,Steel,None,440,60,80,95,70,85,50,5,False,Grey,False,0.0,Mineral,None,False,0.61,51.0,60,multiple_bodies,Gear,0.0,137.059930126,Unova
600,601,Klinklang,Steel,None,520,60,100,115,70,85,90,5,False,Grey,False,0.0,Mineral,None,False,0.61,81.0,30,multiple_bodies,Gear,0.0,217.683418436,Unova
601,602,Tynamo,Electric,None,275,35,55,40,45,40,60,5,False,White,True,0.5,Amorphous,None,False,0.2,0.3,190,with_fins,EleFish,0.5,7.5,Unova
